City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
arraial do cabo,-22.9661,-42.0278,70.05,86,94,21.85,BR,1633565496.0
dudinka,69.4058,86.1778,36.34,99,100,5.57,RU,1633565496.0
molokovo,58.1661,36.7628,37.69,87,13,6.46,RU,1633565497.0
yerbogachen,61.2767,108.0108,28.22,93,100,13.67,RU,1633565497.0
bethel,41.3712,-73.414,64.92,89,75,0.0,US,1633565497.0
nguru,12.8791,10.4526,83.23,24,97,6.06,NG,1633565498.0
paamiut,61.994,-49.6678,38.28,60,100,8.84,GL,1633565498.0
hamilton,39.1834,-84.5333,74.17,85,20,0.0,US,1633565214.0
bengkulu,-3.8004,102.2655,73.74,93,100,2.66,ID,1633565498.0
clyde river,70.4692,-68.5914,33.8,98,100,4.92,CA,1633565499.0
busselton,-33.65,115.3333,57.04,80,100,9.1,AU,1633565499.0
east london,-33.0153,27.9116,63.63,87,63,12.12,ZA,1633565346.0
atuona,-9.8,-139.0333,78.84,74,15,19.82,PF,1633565500.0
kudat,6.8837,116.8477,80.96,78,50,3.8,MY,1633565500.0
svetlogorsk,52.6333,29.7333,36.73,62,0,7.92,BY,1633565500.0
touros,-5.1989,-35.4608,79.7,84,79,17.85,BR,1633565501.0
thompson,55.7435,-97.8558,51.85,62,85,6.42,CA,1633565501.0
peace river,56.2501,-117.286,40.89,78,100,10.13,CA,1633565449.0
severo-yeniseyskiy,60.3725,93.0408,29.34,92,100,10.33,RU,1633565502.0
khatanga,71.9667,102.5,13.8,98,97,6.67,RU,1633565502.0
upernavik,72.7868,-56.1549,30.43,52,95,4.32,GL,1633565338.0
tasiilaq,65.6145,-37.6368,30.36,61,0,5.44,GL,1633565502.0
longyearbyen,78.2186,15.6401,31.55,84,100,11.86,SJ,1633565503.0
olavarria,-36.8927,-60.3225,40.89,72,2,7.0,AR,1633565503.0
benicarlo,40.4165,0.4271,62.56,53,53,6.82,ES,1633565504.0
jamestown,42.097,-79.2353,68.85,81,1,5.75,US,1633565504.0
puerto ayora,-0.7393,-90.3518,68.56,95,91,5.99,EC,1633565504.0
sayyan,15.1718,44.3244,60.73,44,36,5.14,YE,1633565505.0
buzmeyin,38.0507,58.2056,52.72,32,0,4.12,TM,1633565505.0
dingle,10.9995,122.6711,80.58,83,83,0.85,PH,1633565506.0
batagay-alyta,67.8006,130.4114,25.97,64,100,3.98,RU,1633565506.0
barrow,71.2906,-156.7887,32.02,86,90,9.22,US,1633565506.0
semirom,31.4167,51.5667,51.31,37,0,1.72,IR,1633565507.0
jaicos,-7.3592,-41.1378,81.77,28,97,4.38,BR,1633565507.0
majene,-3.5403,118.9707,81.48,75,43,5.57,ID,1633565507.0
albany,42.6001,-73.9662,60.31,92,23,2.59,US,1633565453.0
hermanus,-34.4187,19.2345,61.81,87,3,14.56,ZA,1633565508.0
porto walter,-8.2686,-72.7439,74.55,83,100,2.64,BR,1633565508.0
vezirkopru,41.1436,35.4547,48.69,92,19,0.38,TR,1633565509.0
mindelo,16.8901,-24.9804,76.71,77,3,14.45,CV,1633565509.0
merauke,-8.4667,140.3333,83.14,61,79,8.14,ID,1633565509.0
mayo,38.8876,-76.5119,71.58,85,90,4.0,US,1633565510.0
talnakh,69.4865,88.3972,34.92,100,100,5.64,RU,1633565510.0
kapaa,22.0752,-159.319,84.18,73,20,5.01,US,1633565510.0
silver city,32.7701,-108.2803,73.36,36,1,8.99,US,1633565511.0
ahipara,-35.1667,173.1667,59.7,92,100,0.63,NZ,1633565511.0
saint-augustin,51.226,-58.6502,49.01,53,13,14.2,CA,1633565511.0
mariental,-24.6333,17.9667,65.39,16,0,4.76,NA,1633565512.0
tuktoyaktuk,69.4541,-133.0374,31.91,80,81,15.28,CA,1633565512.0
saskylakh,71.9167,114.0833,23.25,96,100,12.93,RU,1633565512.0
ashqelon,31.6693,34.5715,70.41,58,0,5.32,IL,1633565513.0
katsuura,35.1333,140.3,72.19,74,100,11.34,JP,1633565355.0
sao sebastiao,-23.76,-45.4097,69.08,95,87,7.4,BR,1633565513.0
port alfred,-33.5906,26.891,64.42,88,13,19.08,ZA,1633565514.0
broome,42.2506,-75.833,65.84,78,1,0.0,US,1633565514.0
christchurch,-43.5333,172.6333,71.33,63,100,4.0,NZ,1633565443.0
port hedland,-20.3167,118.5667,75.25,57,1,8.05,AU,1633565514.0
big bend,-26.8167,31.9333,66.34,90,100,5.06,SZ,1633565378.0
ribeira grande,38.5167,-28.7,71.55,88,61,11.74,PT,1633565515.0
tayu,-6.5397,111.0518,78.51,64,100,10.71,ID,1633565515.0
itarema,-2.9248,-39.9167,79.48,81,98,16.87,BR,1633565515.0
biak,-0.9131,122.8766,79.47,75,97,6.26,ID,1633565516.0
waingapu,-9.6567,120.2641,81.59,63,24,3.15,ID,1633565516.0
pascoag,41.9557,-71.7023,60.98,75,1,3.44,US,1633565517.0
lorengau,-2.0226,147.2712,83.41,71,74,5.21,PG,1633565517.0
esperance,-33.8667,121.9,55.94,60,86,9.28,AU,1633565517.0
husavik,66.0449,-17.3389,35.33,80,64,8.84,IS,1633565518.0
yaan,7.3833,8.5667,75.31,89,98,8.1,NG,1633565518.0
severo-kurilsk,50.6789,156.125,46.29,68,42,11.88,RU,1633565518.0
lexington park,38.2668,-76.4538,71.28,89,90,1.01,US,1633565450.0
nieves,15.3274,120.9485,77.13,89,100,0.81,PH,1633565519.0
chuy,-33.6971,-53.4616,50.45,65,29,12.84,UY,1633565519.0
vestmannaeyjar,63.4427,-20.2734,45.55,78,100,28.25,IS,1633565520.0
waitati,-45.75,170.5667,58.8,80,93,6.11,NZ,1633565520.0
souillac,-20.5167,57.5167,71.37,86,2,3.96,MU,1633565520.0
kavaratti,10.5669,72.642,82.26,74,100,8.03,IN,1633565521.0
faanui,-16.4833,-151.75,78.82,71,8,12.1,PF,1633565521.0
bud,39.447,-86.1758,71.55,96,100,7.36,US,1633565521.0
den helder,52.9599,4.7593,57.18,93,14,1.01,NL,1633565522.0
vasyshcheve,49.8285,36.3269,39.88,55,0,8.95,UA,1633565522.0
vaini,-21.2,-175.2,80.76,89,40,12.66,TO,1633565523.0
port elizabeth,-33.918,25.5701,58.1,91,11,13.51,ZA,1633565523.0
sao filipe,14.8961,-24.4956,79.59,77,62,7.99,CV,1633565523.0
santiago de cao,-7.9589,-79.2392,62.73,82,40,5.75,PE,1633565524.0
hasaki,35.7333,140.8333,68.4,70,100,10.22,JP,1633565524.0
turkistan,43.0,68.0,43.12,39,100,28.03,KZ,1633565524.0
kodiak,57.79,-152.4072,51.31,82,90,5.75,US,1633565262.0
qaanaaq,77.484,-69.3632,19.9,64,4,8.01,GL,1633565525.0
lebu,-37.6167,-73.65,51.76,77,0,17.74,CL,1633565525.0
port-gentil,-0.7193,8.7815,76.86,80,100,13.33,GA,1633565526.0
yulara,-25.2406,130.9889,67.26,42,0,17.52,AU,1633565526.0
isangel,-19.55,169.2667,78.35,73,35,13.65,VU,1633565526.0
mitsamiouli,-11.3847,43.2844,75.18,85,73,4.54,KM,1633565527.0
yellowknife,62.456,-114.3525,39.72,87,90,1.01,CA,1633565527.0
torbay,47.6666,-52.7314,55.27,86,59,1.01,CA,1633565528.0
point pedro,9.8167,80.2333,82.18,79,76,17.87,LK,1633565528.0
nanortalik,60.1432,-45.2371,38.21,63,97,4.16,GL,1633565529.0
chokurdakh,70.6333,147.9167,17.67,91,98,8.63,RU,1633565529.0
ust-koksa,50.2696,85.6108,15.42,90,49,0.78,RU,1633565529.0
mar del plata,-38.0023,-57.5575,50.0,68,40,11.01,AR,1633565351.0
tezu,27.9167,96.1667,73.08,77,0,2.77,IN,1633565530.0
maridi,4.9158,29.4742,67.84,97,97,2.37,SS,1633565530.0
dunedin,-45.8742,170.5036,58.8,80,98,8.99,NZ,1633565441.0
lubyany,56.0378,51.4,35.24,87,26,2.33,RU,1633565531.0
yar-sale,66.8333,70.8333,44.24,85,100,21.07,RU,1633565531.0
chimbote,-9.0853,-78.5783,63.5,85,18,8.41,PE,1633565404.0
jiexiu,37.0244,111.9125,48.42,88,99,3.44,CN,1633565532.0
aloleng,16.1307,119.7824,77.2,89,100,8.21,PH,1633565532.0
portland,45.5234,-122.6762,60.13,81,75,0.0,US,1633564962.0
rio gallegos,-51.6226,-69.2181,45.86,66,76,34.27,AR,1633565532.0
lompoc,34.6391,-120.4579,77.02,77,1,12.66,US,1633565363.0
alofi,-19.0595,-169.9187,77.2,76,86,13.38,NU,1633565533.0
sao pedro do sul,-29.6206,-54.1789,59.18,79,100,5.82,BR,1633565533.0
kupang,-10.1667,123.5833,82.62,63,78,5.01,ID,1633565534.0
lodwar,3.1191,35.5973,85.78,38,100,8.88,KE,1633565534.0
nicoya,10.1483,-85.452,77.54,90,85,2.21,CR,1633565534.0
pooler,32.1155,-81.2471,76.96,94,75,4.61,US,1633565306.0
amparafaravola,-17.5833,48.2167,63.54,87,85,2.62,MG,1633565535.0
bilma,18.6853,12.9164,80.19,17,0,4.12,NE,1633565535.0
wanning,18.8003,110.3967,80.73,90,100,20.07,CN,1633565536.0
san ramon,37.7799,-121.978,71.28,50,1,3.0,US,1633565536.0
guarapari,-20.6667,-40.4975,73.29,93,99,5.93,BR,1633565536.0
plouzane,48.3833,-4.6167,59.18,100,90,10.36,FR,1633565537.0
kyzyl-suu,42.3414,78.0056,36.01,99,100,3.78,KG,1633565537.0
carupano,10.6678,-63.2585,78.62,89,14,10.49,VE,1633565537.0
labuan,5.2767,115.2417,77.16,76,75,6.38,MY,1633565538.0
bathsheba,13.2167,-59.5167,83.01,78,40,20.71,BB,1633565538.0
suleja,9.1758,7.1808,72.03,97,98,1.92,NG,1633565539.0
poum,-20.2333,164.0167,74.48,74,0,12.41,NC,1633565539.0
xai-xai,-25.0519,33.6442,70.0,76,86,8.55,MZ,1633565539.0
sitka,57.0531,-135.33,48.09,71,1,6.91,US,1633565540.0
lavrentiya,65.5833,-171.0,36.91,97,100,7.31,RU,1633565540.0
cherskiy,68.75,161.3,13.84,95,95,6.8,RU,1633565540.0
kargil,34.5667,76.1,41.49,42,0,3.74,IN,1633565541.0
camara de lobos,32.6333,-16.9667,72.23,87,40,4.0,PT,1633565541.0
padang,-0.9492,100.3543,75.25,83,100,2.77,ID,1633565542.0
port lincoln,-34.7333,135.8667,57.56,49,23,9.04,AU,1633565542.0
christiana,-27.914,25.1611,66.34,31,12,8.52,ZA,1633565542.0
alyangula,-13.8483,136.4192,84.13,64,64,10.98,AU,1633565543.0
gat,31.61,34.7642,69.4,60,0,4.25,IL,1633565543.0
tecoanapa,16.5167,-98.75,82.62,78,18,4.7,MX,1633565544.0
kirakira,-10.4544,161.9205,85.77,69,65,11.34,SB,1633565544.0
indramayu,-6.3264,108.32,80.71,66,69,7.47,ID,1633565544.0
saint george,37.1041,-113.5841,81.07,35,1,3.0,US,1633565475.0
sao felix do xingu,-6.6447,-51.995,74.64,84,68,1.68,BR,1633565545.0
piacabucu,-10.4056,-36.4344,75.24,85,25,8.86,BR,1633565545.0
pevek,69.7008,170.3133,26.55,76,100,11.45,RU,1633565546.0
jinchang,38.4953,102.1739,50.27,66,2,2.01,CN,1633565546.0
castelo,-20.6036,-41.1847,70.83,97,98,1.05,BR,1633565546.0
mahebourg,-20.4081,57.7,71.26,83,5,4.43,MU,1633565547.0
oum hadjer,13.2954,19.6966,82.6,18,28,6.53,TD,1633565547.0
el tigre,8.8875,-64.2454,79.56,71,71,11.77,VE,1633565547.0
yumen,40.2833,97.2,47.26,51,70,10.49,CN,1633565548.0
guerrero negro,27.9769,-114.0611,73.62,65,24,16.67,MX,1633565548.0
arkhipo-osipovka,44.37,38.52,50.07,81,70,13.82,RU,1633565548.0
hithadhoo,-0.6,73.0833,83.41,74,60,11.56,MV,1633565549.0
sesheke,-17.4759,24.2968,75.31,40,87,2.44,ZM,1633565549.0
veraval,20.9,70.3667,81.36,79,99,9.1,IN,1633565550.0
benguela,-12.5763,13.4055,70.14,84,98,4.83,AO,1633565550.0
bambous virieux,-20.3428,57.7575,71.22,83,7,4.76,MU,1633565550.0
meulaboh,4.1363,96.1285,76.46,88,100,3.6,ID,1633565436.0
valdivia,-39.8142,-73.2459,55.49,60,0,3.67,CL,1633565551.0
hobart,-42.8794,147.3294,57.06,54,40,3.0,AU,1633565551.0
akom,2.6678,12.7109,67.21,99,96,2.04,CM,1633565552.0
victoria,22.2855,114.1577,86.38,69,3,1.99,HK,1633564844.0
hami,42.8,93.45,51.35,42,91,11.18,CN,1633565552.0
cabedelo,-6.9811,-34.8339,77.67,81,51,15.57,BR,1633565553.0
ancud,-41.8697,-73.8203,47.73,72,0,5.53,CL,1633565553.0
karatau,43.1667,70.4667,34.57,52,100,7.4,KZ,1633565554.0
cabo san lucas,22.8909,-109.9124,91.71,51,1,10.36,MX,1633565554.0
bredy,52.4153,60.3411,34.09,76,8,5.46,RU,1633565554.0
elsterwerda,51.45,13.5333,48.67,85,59,4.25,DE,1633565555.0
moron,-34.6534,-58.6198,56.98,52,5,5.01,AR,1633565555.0
inhambane,-23.865,35.3833,71.15,72,88,9.31,MZ,1633565556.0
pulandian,39.3953,121.9669,59.13,74,69,14.27,CN,1633565556.0
pisco,-13.7,-76.2167,63.01,82,0,13.8,PE,1633565556.0
eskisehir,39.7767,30.5206,44.51,93,0,4.61,TR,1633565557.0
zhicheng,30.2956,111.5047,61.9,72,99,5.55,CN,1633565557.0
ocos,14.5094,-92.1933,87.31,75,70,3.09,GT,1633565557.0
tiksi,71.6872,128.8694,27.45,90,100,9.26,RU,1633565558.0
ust-nera,64.5667,143.2,23.67,76,95,5.41,RU,1633565558.0
nishihara,26.1842,127.7558,80.65,95,90,3.44,JP,1633565559.0
okhotsk,59.3833,143.3,28.65,64,23,17.58,RU,1633565559.0
porbandar,21.6422,69.6093,81.18,81,89,8.23,IN,1633565559.0
saldanha,-33.0117,17.9442,61.03,66,0,7.94,ZA,1633565560.0
trinidad,-14.8333,-64.9,86.05,46,45,5.46,BO,1633565560.0
srednekolymsk,67.45,153.6833,22.89,66,70,7.2,RU,1633565560.0
olafsvik,64.8945,-23.7142,40.98,71,71,20.47,IS,1633565561.0
kavieng,-2.5744,150.7967,81.91,70,100,2.77,PG,1633565561.0
codrington,-38.2667,141.9667,54.73,58,55,15.26,AU,1633565561.0
athabasca,54.7169,-113.2854,48.4,52,100,11.32,CA,1633565562.0
hauterive,46.0901,3.4459,44.02,93,29,0.07,FR,1633565563.0
huilong,31.8111,121.655,81.03,79,14,10.42,CN,1633565337.0
fos-sur-mer,43.4377,4.9446,59.11,58,0,26.46,FR,1633565563.0
uarini,-2.99,-65.1083,80.76,76,100,2.84,BR,1633565564.0
mandera,3.9366,41.867,77.94,63,60,15.41,KE,1633565564.0
celestun,20.8667,-90.4,82.81,75,73,10.16,MX,1633565564.0
karpogory,64.0019,44.4451,43.2,84,78,10.51,RU,1633565565.0
marrakesh,31.6315,-8.0083,73.47,49,0,8.05,MA,1633565565.0
redlands,34.0556,-117.1825,82.56,57,100,5.46,US,1633565565.0
imperia,43.9667,7.7833,57.99,39,0,8.77,IT,1633565566.0
ormara,25.2088,64.6357,80.08,80,14,8.55,PK,1633565566.0
baoqing,46.3317,132.2111,48.52,58,97,2.26,CN,1633565566.0
salalah,17.0151,54.0924,80.69,83,75,3.44,OM,1633565567.0
severodvinsk,64.5635,39.8302,48.31,71,80,16.69,RU,1633565567.0
kitakata,37.65,139.8667,62.31,84,84,2.77,JP,1633565567.0
auki,-8.7676,160.7034,85.1,68,69,2.66,SB,1633565568.0
diego de almagro,-26.3667,-70.05,66.34,27,84,0.51,CL,1633565568.0
belyy yar,53.6039,91.3903,35.49,75,0,0.0,RU,1633565568.0
vardo,70.3705,31.1107,44.11,79,100,11.5,NO,1633565569.0
umm kaddadah,13.6017,26.6876,83.14,18,61,12.84,SD,1633565569.0
lokosovo,61.1333,74.8167,37.62,92,100,9.98,RU,1633565570.0
yeppoon,-23.1333,150.7333,78.58,53,0,10.51,AU,1633565283.0
sfantu gheorghe,45.8667,25.7833,46.81,90,68,6.58,RO,1633565319.0
zabaykalsk,49.6333,117.3167,42.03,79,54,9.22,RU,1633565571.0
rawson,-43.3002,-65.1023,50.9,45,3,21.14,AR,1633565414.0
saint-philippe,-21.3585,55.7679,69.39,82,25,3.47,RE,1633565571.0
shangrao,28.4532,117.9686,76.53,77,0,6.2,CN,1633565571.0
izumo,35.3667,132.7667,74.93,72,4,3.2,JP,1633565572.0
ilulissat,69.2167,-51.1,24.82,68,90,2.3,GL,1633565572.0
prince rupert,54.3161,-130.3201,48.97,64,6,3.51,CA,1633565573.0
sorong,-0.8833,131.25,80.49,82,100,5.79,ID,1633565573.0
gitarama,-2.0744,29.7567,58.46,89,63,2.98,RW,1633565573.0
tazovskiy,67.4667,78.7,41.11,95,100,20.85,RU,1633565574.0
haines junction,60.7522,-137.5108,37.51,66,60,5.53,CA,1633565574.0
saint-pierre,-21.3393,55.4781,69.48,76,40,5.75,RE,1633565575.0
anchorage,61.2181,-149.9003,46.94,76,90,1.99,US,1633565292.0
praia da vitoria,38.7333,-27.0667,72.75,98,56,6.29,PT,1633565575.0
barcelos,41.5388,-8.6151,68.85,74,5,4.16,PT,1633565575.0
talhar,24.8833,68.8167,80.02,73,80,7.43,PK,1633565576.0
bismil,37.8486,40.6658,56.93,36,0,2.89,TR,1633565576.0
fayaoue,-20.65,166.5333,73.71,76,4,19.6,NC,1633565576.0
opelika,32.6454,-85.3783,74.68,88,90,5.75,US,1633565577.0
pemangkat,1.1667,108.9667,79.86,83,93,7.49,ID,1633565577.0
camana,-16.6228,-72.7111,62.87,85,96,3.69,PE,1633565578.0
fukue,32.6881,128.8419,75.88,60,0,3.58,JP,1633565578.0
half moon bay,37.4636,-122.4286,69.75,60,1,8.05,US,1633565578.0
morondava,-20.2833,44.2833,71.26,60,0,12.66,MG,1633565579.0
bulgan,48.8125,103.5347,40.21,65,100,2.24,MN,1633565579.0
road town,18.4167,-64.6167,83.19,78,70,20.0,VG,1633565579.0
tuatapere,-46.1333,167.6833,62.8,52,92,6.11,NZ,1633565580.0
gradistea,44.2333,27.2167,56.1,59,94,5.99,RO,1633565580.0
zhangjiakou,40.81,114.8794,49.19,79,73,2.55,CN,1633565580.0
shakawe,-18.3667,21.85,71.29,61,89,4.99,BW,1633565581.0
eydhafushi,5.1033,73.0708,82.83,76,59,14.61,MV,1633565581.0
san lawrenz,36.0553,14.204,71.85,77,41,5.99,MT,1633565582.0
nisia floresta,-6.0911,-35.2086,79.61,82,62,12.73,BR,1633565582.0
maniitsoq,65.4167,-52.9,35.1,91,100,5.41,GL,1633565582.0
yenagoa,4.9247,6.2642,74.68,96,100,3.2,NG,1633565583.0
broken hill,-31.95,141.4333,58.26,37,27,17.6,AU,1633565583.0
mount gambier,-37.8333,140.7667,54.61,51,37,10.56,AU,1633565583.0
dongsheng,39.8161,109.9776,44.47,74,34,3.38,CN,1633565584.0
bandarbeyla,9.4942,50.8122,79.09,82,93,21.59,SO,1633565584.0
matagami,49.7502,-77.6328,55.22,79,62,4.54,CA,1633565585.0
zhangye,38.9342,100.4517,51.31,49,20,2.44,CN,1633565585.0
abu samrah,35.3029,37.1841,63.45,26,0,4.41,SY,1633565585.0
iqaluit,63.7506,-68.5145,34.56,87,87,5.21,CA,1633565586.0
nakusp,50.2499,-117.8023,51.48,87,94,2.53,CA,1633565586.0
lac-au-saumon,48.421,-67.3476,56.8,89,95,2.86,CA,1633565587.0
goderich,43.7501,-81.7165,64.9,89,52,8.97,CA,1633565587.0
itapirapua,-15.8233,-50.6133,89.73,28,72,4.94,BR,1633565588.0
ocala,29.1872,-82.1401,82.33,88,1,4.61,US,1633565404.0
henties bay,-22.116,14.2845,54.86,84,1,2.82,NA,1633565588.0
sao paulo de olivenca,-3.3783,-68.8725,75.31,98,93,1.43,BR,1633565588.0
ciudad guayana,8.3533,-62.6528,75.47,94,58,5.91,VE,1633565589.0
alamosa,37.4695,-105.87,62.58,34,40,12.66,US,1633565589.0
weligama,5.9667,80.4167,78.4,88,43,7.34,LK,1633565590.0
hovd,48.0056,91.6419,34.56,43,0,9.42,MN,1633565590.0
leningradskiy,69.3833,178.4167,28.6,97,100,3.87,RU,1633565590.0
guilin,25.2819,110.2864,70.2,75,0,10.78,CN,1633565591.0
kostrzyn,52.3985,17.2281,56.16,96,100,1.01,PL,1633565591.0
bahia de caraquez,-0.6,-80.4167,71.78,82,66,10.63,EC,1633565591.0
puttur,12.7667,75.2167,77.11,97,100,0.76,IN,1633565592.0
minot,48.2325,-101.2963,77.83,24,9,13.0,US,1633565592.0
togur,58.3631,82.8265,35.51,96,99,9.28,RU,1633565593.0
novita,4.9551,-76.6053,75.49,97,100,1.36,CO,1633565593.0
hambantota,6.1241,81.1185,79.18,86,48,11.72,LK,1633565593.0
sao joao da barra,-21.6403,-41.0511,71.49,84,97,11.7,BR,1633565594.0
the valley,18.217,-63.0578,82.81,79,100,18.81,AI,1633565594.0
lagoa,39.05,-27.9833,70.7,87,46,12.5,PT,1633565594.0
belle fourche,44.6714,-103.8522,82.33,12,6,9.71,US,1633565595.0
dharchula,29.85,80.5333,63.9,84,1,3.8,IN,1633565595.0
phan thiet,10.9333,108.1,76.14,90,96,8.16,VN,1633565394.0
khani,41.9563,42.9566,44.17,87,100,4.23,GE,1633565596.0
udachnyy,66.4167,112.4,29.88,92,100,10.47,RU,1633565596.0
belaya gora,68.5333,146.4167,24.67,64,86,6.69,RU,1633565537.0
casper,42.8666,-106.3131,69.51,39,75,4.0,US,1633565508.0
caravelas,-17.7125,-39.2481,73.71,90,6,3.51,BR,1633565597.0
wasilla,61.5814,-149.4394,46.02,83,90,5.01,US,1633565343.0
brae,60.3964,-1.353,49.91,81,79,10.02,GB,1633565597.0
griffith,41.5284,-87.4237,68.95,87,90,1.99,US,1633565597.0
alta floresta,-9.8756,-56.0861,72.77,92,77,4.34,BR,1633565598.0
vanavara,60.34,102.2797,29.23,92,100,12.33,RU,1633565598.0
vila do maio,15.1333,-23.2167,79.59,79,93,11.01,CV,1633565598.0
obsharovka,53.125,48.8531,37.24,70,26,3.96,RU,1633565599.0
chumikan,54.7183,135.315,38.5,64,36,17.67,RU,1633565599.0
mongu,-15.2484,23.1274,74.66,53,78,3.6,ZM,1633565600.0
huarmey,-10.0681,-78.1522,64.4,84,14,8.39,PE,1633565600.0
alice springs,-23.7,133.8833,73.83,56,10,16.42,AU,1633565346.0
evanston,42.0411,-87.6901,68.11,91,90,1.01,US,1633565163.0
ust-maya,60.4167,134.5333,32.32,76,87,6.26,RU,1633565601.0
miguel pereira,-22.4539,-43.4689,64.33,94,30,5.39,BR,1633565601.0
namibe,-15.1961,12.1522,61.14,86,64,8.41,AO,1633565601.0
flin flon,54.7682,-101.865,58.96,47,100,9.55,CA,1633565602.0
vostok,46.4856,135.8833,46.13,58,95,3.58,RU,1633565602.0
asau,46.4333,26.4,47.39,92,73,1.74,RO,1633565602.0
santa rosa,14.3122,121.1114,82.09,81,100,3.36,PH,1633565330.0
port macquarie,-31.4333,152.9167,73.89,31,99,7.76,AU,1633565603.0
derzhavinsk,51.1,66.3167,30.09,66,0,3.6,KZ,1633565603.0
muscat,23.6139,58.5922,80.62,65,0,4.18,OM,1633565304.0
axim,4.8699,-2.2405,75.7,93,100,5.26,GH,1633565604.0
ginir,7.1333,40.7,59.86,83,90,4.7,ET,1633565604.0
kralendijk,12.15,-68.2667,84.18,74,87,18.41,BQ,1633565604.0
matara,5.9485,80.5353,78.03,90,47,7.23,LK,1633565605.0
chernyshevskiy,63.0128,112.4714,27.39,92,100,12.53,RU,1633565535.0
kyaikto,17.3,97.0167,75.54,96,99,4.74,MM,1633565605.0
nyurba,63.2842,118.3319,29.53,91,100,11.23,RU,1633565606.0
sayansk,54.1088,102.1648,28.98,89,72,1.45,RU,1633565606.0
nizwa,22.9333,57.5333,78.76,67,1,1.54,OM,1633565606.0
arti,56.4234,58.5328,32.25,94,9,4.43,RU,1633565607.0
save,8.0425,2.486,73.6,97,98,4.07,BJ,1633565607.0
tanglad,11.2917,125.5768,82.4,77,99,6.51,PH,1633565607.0
naryan-mar,67.6713,53.087,46.27,79,100,17.63,RU,1633565608.0
aykhal,66.0,111.5,27.88,95,100,13.58,RU,1633565608.0
campbellton,48.0075,-66.6727,52.25,89,86,4.32,CA,1633565609.0
fort morgan,40.2503,-103.8,78.22,18,1,9.22,US,1633565594.0
oranjemund,-28.55,16.4333,60.17,61,0,6.31,NA,1633565609.0
dhidhdhoo,6.8833,73.1,81.86,79,100,14.94,MV,1633565609.0
mirnyy,62.5353,113.9611,27.34,90,100,12.5,RU,1633565610.0
